"","Month","Prediction","L1","Win","DWin"
"1","201309","169.053181344713","21.053181344713","TRUE","TRUE"
"2","201310","137.737432185033","66.262567814967","TRUE","TRUE"
"3","201311","182.046785669475","20.953214330525","FALSE","FALSE"
"4","201312","174.457960302877","100.457960302877","TRUE","TRUE"
"5","201401","163.186672306151","50.186672306151","TRUE","TRUE"
"6","201402","137.568627263564","37.431372736436","FALSE","FALSE"
"7","201403","185.472894126253","6.52710587374699","TRUE","TRUE"
"8","201404","186.096355762561","101.903644237439","FALSE","FALSE"
"9","201405","195.921335864783","21.078664135217","FALSE","FALSE"
"10","201406","184.198514842792","103.801485157208","FALSE","FALSE"
"11","201407","236.275871325221","27.275871325221","FALSE","FALSE"
"12","201408","193.005448295189","51.005448295189","TRUE","TRUE"
"13","201409","249.475084247094","1.475084247094","TRUE","TRUE"
"14","201410","198.927146141036","15.072853858964","TRUE","TRUE"
"15","201411","266.557595343087","733.442404656913","TRUE","TRUE"
